ACNO|BARCODE|CALLNO1|CALLNO2|CALLNO3|TITLE|STATUS|PUBER|AUTHOR_NAME|GMD|PM|BOOK_LAN|SUBJECT
DVD0384| | 987| | | Doctor Who - The Complete First Series| A| | | D| gm| eng| Arts
DVD0300| | 987| | | 比利‧林恩的中場戰事| A| 鐳射| | D| gm| eng| Liberal  Studies
DVD0383| | 987| | | Life| A| | | D| gm| eng| Arts
DVD0382| | 987| | | Himalaya| A| | | D| gm| eng| Arts
DVD0346| | 987| | | Rise of the Planet of the Apes ( 猿人爭霸戰 : 猩凶革命 )| A| | | D| gm| eng| Arts
DVD0345| | 987| | | The Pacific ( 雷霆戰海 )| A| | | D| gm| eng| Arts
DVD0381| | 987| | | The Terminal ( 機場客運站 )| A| | | D| gm| eng| Arts
DVD0344| | 987| | | Avatar ( 阿凡達 )| A| | | D| gm| eng| Arts
DVD0380| | 987| | | Back to the Future ( 回到末來 )| A| | | D| gm| eng| Arts
DVD0343| | 987| | | Backdraft ( 烈火雄心 )| A| | | D| gm| eng| Arts
DVD0342| | 987| | | Jurassic Park | A| | | D| gm| eng| Arts
DVD0379| | 987| | | The Hunger Games -  Complete 4-Film Collection ( 飢餓遊戲 )| A| | | D| gm| eng| Arts
DVD0378| | 987| | | Toy Story 2 ( 反斗奇兵續集 )| A| | | D| gm| eng| Arts
DVD0377| | 987| | | Toy Story ( 反斗奇兵 )| A| | | D| gm| eng| Arts
DVD0341| | 987| | | Jaws ( 大白鯊 )| A| | | D| gm| eng| Arts
DVD0376| | 987| | | Ratatouille ( 五星級大鼠 )| A| | | D| gm| eng| Arts
DVD0375| | 987| | | Finding Nemo ( 海底奇兵 )| A| | | D| gm| eng| Arts
DVD0340| | 987| | | 投奔怒海| A| 安樂| | D| gm| eng| Arts
VCD0337| | 987| | | 獸猛猛奇兵| W| 洲立| | V| gm| chi| Arts
DVD0080| | 987| | | Gone in 60 Seconds| A| | | D| gm| chi| Arts
DVD0079| | 987| | | Young Sherlock Holmes| A| | | D| gm| chi| Arts
DVD0078| | 987| | | 殉情記 Romeo and Juliet| A| | | D| gm| chi| Arts
DVD0077| | 987| | | 飛天老爺車 Chitty Chitty Bang Bang| A| | | D| gm| chi| Arts
DVD0076| | 987| | | 石破天驚 The Rock| A| | | D| gm| chi| Arts
DVD0069| | 987| | | 神探阿蒙 第二季| A| | | D| gm| eng| Arts
DVD0068| | 987| | | Hitler in Colour| A| | | D| gm| chi| Arts
DVD0074| | 987| | | 歌聲伴我心| A| | | D| gm| chi| Arts
DVD0073| | 987| | | Boys from Brazil| A| | | D| gm| chi| Arts
DVD0072| | 987| | | 真人 Show| A| | | D| gm| chi| Arts
DVD0070| | 987| | | 黑帝君臨 - 星戰前傳  三| A| | | D| gm| chi| Arts
DVD0411| | 987| | | 尋找背海的人| A| | | D| gm| chi| Arts
VCD0148| | 987| | | 我的野蠻女友| W| 安樂| | V| gm| kor| Arts
DVD0257| | 987| | | MID Men in Black ( 黑超特警組 )| A| | | D| gm| eng| Arts
DVD0410| | 987| | | 如霧起時| A| | | D| gm| chi| Arts
DVD0065| | 987| | | 金剛 2005 ( King Kong 2005 )| A| Universal| | D| gm| eng| Arts
DVD0066| | 987| | | 魔幻王國 : 獅子、女巫、魔衣櫥| A| Walden Media| | D| gm| eng| Arts
VCD0147| | 987| | | 寶貝智多星       3| W| Twentieth Century Fox Film| | V| gm| eng| Arts
DVD0455| | 987| | | The Human Body| A| | | D| gm| eng| Biology
DVD0470| | 987| | | Animal farm| A| | | D| gm| eng| 
DVD0067| | 987| | | 黃子華棟篤笑 冇炭用| A| 亞洲| | D| gm| chi| Arts
VCD0335| | 987| | | 22 世紀殺人網絡 3| W| Warner Home Video| | V| gm| eng| Arts
DVD0064| | 987| | | 智能叛變| A| 得利| | D| gm| eng| Arts
DVD0062| | 987| | | 魔法灰姑娘| A| Panorama| | D| gm| eng| Arts
VCD0471| | 987| | | 逃學黐孖咇 ( 21 JUMP STREET )| W| ERA| | V| gm| eng| Arts
DVD0186| | 987| | | 義勇群英之毒蛇反擊戰 G. I. Joe Retaliation| A| 洲立| | D| gm| eng| Arts
DVD0190| | 987| | | 俠盜‧驕雄 Robin Hood| A| Universal| | D| gm| eng| Arts
DVD0187| | 987| | | 非常大婚 The Big Wedding| A| Media Asia Film| | D| gm| eng| Arts
DVD0189| | 987| | | 加勒比海盜 : 魔盜狂潮 Pirates of the Caribbean ( 4 ) on Stranger Tides| A| Disney| | D| gm| eng| Arts
DVD0181| | 987| | | Sherlock Complete Series Two 新世紀福爾摩斯第二輯| A| BBC| | D| gm| eng| Arts
DVD0180| | 987| | | Eight Below 極地雪犬| A| Spy Glass Entertainment| | D| gm| eng| Arts
DVD0179| | 987| | | Catach Me If You can 捉智雙雄| A| Dream Works Home Entertainment| | D| gm| eng| Arts
DVD0061| | 987| | | 挪亞方舟| A| 得利| | D| gm| eng| Arts
DVD0060| | 987| | | 福爾摩斯奇案 - 巴斯克維爾的獵| A| 得利| | D| gm| eng| Arts
VCD0334| | 987| | | ET 外星人 20週年全新數碼紀念版| W| ERA| | V| gm| eng| Arts
DVD0183| | 987| | | 耶路撒冷 : 聖城的誕生| A| BBC| | D| gm| eng| Arts
DVD0052| | 987| | | 聖女貞德| A| 得利| | D| gm| eng| Arts
DVD0051| | 987| | | Robots 露寶治世界| A| 得利| | D| gm| eng| Arts
VCD0333| | 987| | | 生還元素| W| Warner Home Video| | V| gm| eng| Arts
VCD0329| | 987| | | 電車男| W| Panasia Films Ltd.| | V| gm| jpn| Arts
VCD0328| | 987| | | 蜘蛛俠 2| W| Columbia| | V| gm| eng| Arts
VCD0327| | 987| | | 北極快車| W| Warner Home Video| | V| gm| eng| Arts
VCD0326| | 987| | | 星際快閃黨| W| 洲立| | V| gm| eng| Arts
DVD0049| | 987| | | 莊子 ( 下卷 )| A| 亞洲| | D| gm| chi| Arts
DVD0048| | 987| | | 莊子 ( 中卷 )| A| 亞洲| | D| gm| chi| Arts
DVD0047| | 987| | | 莊子 ( 上卷 )| B| 亞洲| | D| gm| chi| Arts
VCD0325| | 987| | | 天地男兒之激進黨員| W| 科特| | V| gm| kor| Arts
VCD0324| | 987| | | 回到未來 3| W| ERA| | V| gm| eng| Arts
VCD0323| | 987| | | 回到未來 2| W| ERA| | V| gm| eng| Arts
VCD0322| | 987| | | 22 世紀殺人網絡| W| Warner Home Video| | V| gm| eng| Arts
VCD0142| | 987| | | 四個婚禮一個葬禮| W| 得利| | V| gm| eng| Arts
VCD0141| | 987| | | 鬼眼| W| 洲立| | V| gm| eng| Arts
VCD0143| | 987| | | 我的兄弟姐妹| W| 得利| | V| gm| chi| Arts
VCD0144| | 987| | | 我的父親母親| W| ERA| | V| gm| chi| Arts
VCD0145| | 987| | | 麥兜故事Karaoke VCD| W| Bliss| | V| gm| chi| Arts
DVD0176| | 987| | | The Amazing Spider-man 蜘蛛俠 : 驚世現新| A| Sony| | D| gm| eng| Arts
DVD0170| | 987| | | Real Steel 鐵甲鋼拳| W| 洲立| | D| gm| eng| Arts
DVD0169| | 987| | | Brave 勇敢傳說之幻險森林| A| 洲立| | D| gm| chi| Arts
VCD0321| | 987| | | Good Boy ! 靈靈狗| W| 得利| | V| gm| chi| Arts
VCD0320| | 987| | | 衰鬼媽咪| W| Walt Disney Home Entertainment| | V| gm| eng| Arts
VCD0318| | 987| | | 朱古力獎門人| W| Warner Home Video| | V| gm| chi| Arts
VCD0317| | 987| | | 荒失失奇兵| W| ERA| | V| gm| chi| Arts
VCD0316| | 987| | | 魔戒三部曲 - 王者再臨| W| 得利| | V| gm| eng| Arts
VCD0315| | 987| | | 超級無敵掌門狗| W| 得利| | V| gm| chi| Arts
VCD0314| | 987| | | 魔法灰姑娘| W| Panorama| | V| gm| eng| Arts
VCD0313| | 987| | | 多啦A夢電影 - 大雄與風之使者  ( 下 )| W| Universe| | V| gm| chi| Arts
VCD0312| | 987| | | 多啦A夢電影 - 大雄與風之使者  ( 上 )| W| Universe| | V| gm| chi| Arts
VCD0311| | 987| | | 抱擁這分鐘| W| 亞洲| | V| gm| kor| Arts
VCD0139| | 987| | | 史力加| W| | | V| gm| chi| Arts
VCD0138| | 987| | | 奪面雙雄| W| | | V| gm| chi| Arts
DVD0188| | 987| | | 魔境仙蹤 Oz The Great and Powerful| A| Disney| | D| gm| eng| Arts
VCD0109| | 987| | | 黛絲故娘| W| Universal| | V| gm| eng| Arts
VCD0108| | 987| | | 盜墓迷城     2| W| Universal| | V| gm| eng| Arts
DVD0045| | 987| | | Batman Begins ( 蝙蝠俠 - 俠影之謎 )| A| Warner Home Video| | D| gm| eng| Arts
VCD0107| | 987| | | 追訪有情人| W| 美亞| | V| gm| kor| Arts
VCD0106| | 987| | | 愛情倒後鏡| W| 安樂| | V| gm| kor| Arts
VCD0104| | 987| | | 緣來我可以| W| Universe Laser & Video Co., Ltd.| | V| gm| ita| Arts
VCD0103| | 987| | | 跳出我天地| W| ERA| | V| gm| eng| Arts
VCD0102| | 987| | | 一家之鼠超力仔| W| | | V| gm| chi| Arts
VCD0309| | 987| | | 致命報酬| W| ERA| | V| gm| eng| Arts
VCD0140| | 987| | | 蟲蟲特工隊| W| 洲立| | V| gm| chi| Arts
VCD0308| | 987| | | 選美俏?底| W| Warner Home Video| | V| gm| eng| Arts
VCD0306| | 987| | | 人工智能| W| Warner Home Video| | V| gm| eng| Arts
VCD0307| | 987| | | 魔鬼同行| W| ERA| | V| gm| eng| Arts
VCD0305| | 987| | | 新蝙蝠俠不敗之迷| W| Warner Home Video| | V| gm| eng| Arts
VCD0304| | 987| | | 未來戰士 3 殲滅者 TX| W| ERA| | V| gm| eng| Arts
VCD0261| | 987| | | 哈利波特 - 阿茲卡班的逃犯| W| Warner Home Video| | V| gm| eng| Arts
DVD0044| | 987| | | 怪獸公司| A| 洲立| | D| gm| chi| Arts
DVD0043| | 987| | | 蟲蟲特工隊 ( A Bug's Life )| A| 洲立| | D| gm| chi| Arts
DVD0042| | 987| | | 愛麗絲夢遊仙境| A| 洲立| | D| gm| chi| Arts
DVD0041| | 987| | | 走向共和 ( 57 - 60 集 )| A| 貴州東方音像| | D| gm| chi| Arts
DVD0040| | 987| | | 走向共和 ( 49 - 56 集 )| A| 貴州東方音像| | D| gm| chi| Arts
DVD0039| | 987| | | 走向共和 ( 41 - 48 集 )| A| 貴州東方音像| | D| gm| chi| Arts
DVD0038| | 987| | | 走向共和 ( 33 - 40 集 )| A| 貴州東方音像| | D| gm| chi| Arts
DVD0037| | 987| | | 走向共和 ( 25 - 32 集 )| A| 貴州東方音像| | D| gm| chi| Arts
DVD0036| | 987| | | 走向共和 ( 17 - 24 集 )| A| 貴州東方音像| | D| gm| chi| Arts
DVD0035| | 987| | | 走向共和 ( 9 - 16 集 )| A| 貴州東方音像| | D| gm| chi| Arts
DVD0034| | 987| | | 走向共和 ( 1 - 8 集 )| A| 貴州東方音像| | D| gm| chi| Arts
DVD0033| | 987| | | 孔子 ( 11 - 16 集 )| A| 高魯音像| | D| gm| chi| Arts
DVD0032| | 987| | | 孔子 ( 5 - 10 集 )| A| 高魯音像| | D| gm| chi| Arts
DVD0031| | 987| | | 孔子 ( 1 - 4 集 )| A| 高魯音像| | D| gm| chi| Arts
VCD0297| | 987| | | 大長今 69 & 70| W| Media Link| | V| gm| eng| Arts
VCD0296| | 987| | | 大長今 67 & 68| W| Media Link| | V| gm| eng| Arts
VCD0295| | 987| | | 大長今 65 & 66| W| Media Link| | V| gm| eng| Arts
VCD0294| | 987| | | 大長今 63 & 64| W| Media Link| | V| gm| eng| Arts
VCD0293| | 987| | | 大長今 61 & 62| W| Media Link| | V| gm| eng| Arts
VCD0292| | 987| | | 大長今 59 & 60| W| Media Link| | V| gm| eng| Arts
VCD0291| | 987| | | 大長今 57 & 58| W| Media Link| | V| gm| eng| Arts
VCD0290| | 987| | | 大長今 55 & 56| W| Media Link| | V| gm| eng| Arts
VCD0289| | 987| | | 大長今 53 & 54| W| Media Link| | V| gm| eng| Arts
VCD0288| | 987| | | 大長今 51 & 52| W| Media Link| | V| gm| eng| Arts
VCD0287| | 987| | | 大長今 49 & 50| W| Media Link| | V| gm| eng| Arts
VCD0286| | 987| | | 大長今 47 & 48| W| Media Link| | V| gm| eng| Arts
VCD0285| | 987| | | 大長今 45 & 46| W| Media Link| | V| gm| eng| Arts
VCD0284| | 987| | | 大長今 43 & 44| W| Media Link| | V| gm| eng| Arts
VCD0283| | 987| | | 大長今 41 & 42| W| Media Link| | V| gm| eng| Arts
VCD0282| | 987| | | 大長今 39 & 40| W| Media Link| | V| gm| eng| Arts
VCD0281| | 987| | | 大長今 37 & 38| W| Media Link| | V| gm| eng| Arts
VCD0280| | 987| | | 大長今 35 & 36| W| Media Link| | V| gm| eng| Arts
VCD0279| | 987| | | 大長今 33 & 34| W| Media Link| | V| gm| eng| Arts
VCD0278| | 987| | | 大長今 31 & 32| W| Media Link| | V| gm| eng| Arts
VCD0277| | 987| | | 大長今 29 & 30| W| Media Link| | V| gm| eng| Arts
VCD0276| | 987| | | 大長今 27 & 28| W| Media Link| | V| gm| eng| Arts
VCD0275| | 987| | | 大長今 25 & 26| W| Media Link| | V| gm| eng| Arts
VCD0274| | 987| | | 大長今 23 & 24| W| Media Link| | V| gm| eng| Arts
VCD0273| | 987| | | 大長今 21 & 22| W| Media Link| | V| gm| eng| Arts
VCD0272| | 987| | | 大長今 19 & 20| W| Media Link| | V| gm| eng| Arts
VCD0298| | 987| | | 哈利波特 - 消失的密室| W| Warner Home Video| | V| gm| eng| Arts
VCD0299| | 987| | | 哈利波特 - 神秘的魔法石| W| Warner Home Video| | V| gm| eng| Arts
VCD0302| | 987| | | 向左走‧向右走| W| Warner Home Video| | V| gm| chi| Arts
VCD0301| | 987| | | 22 世紀殺人網絡 2 - 決戰未來| W| Warner Home Video| | V| gm| eng| Arts
VCD0300| | 987| | | 魔戒二部曲 - 雙城奇謀| W| 得利| | V| gm| eng| Arts
VCD0271| | 987| | | 大長今 17 & 18| W| Media Link| | V| gm| eng| Arts
VCD0270| | 987| | | 大長今 15 & 16| W| Media Link| | V| gm| eng| Arts
VCD0269| | 987| | | 大長今 13 & 14| W| Media Link| | V| gm| eng| Arts
VCD0268| | 987| | | 大長今 11 & 12| W| Media Link| | V| gm| eng| Arts
VCD0267| | 987| | | 大長今 9 & 10| W| Media Link| | V| gm| eng| Arts
VCD0266| | 987| | | 大長今 7 & 8| W| Media Link| | V| gm| eng| Arts
VCD0265| | 987| | | 大長今 5 & 6| W| Media Link| | V| gm| eng| Arts
VCD0264| | 987| | | 大長今 3 & 4| W| Media Link| | V| gm| eng| Arts
VCD0263| | 987| | | 大長今 1 & 2| W| Media Link| | V| gm| eng| Arts
VCD0259| | 987| | | 吾妻 16 歲| W| 安樂| | V| gm| kor| Arts
VCD0258| | 987| | | 緣份的天梯| W| 安樂| | V| gm| kor| Arts
DVD0030| | 987| | | 老夫子魔界夢戰記  II| A| 亞洲| | D| gm| chi| Arts
VCD0257| | 987| | | 鯊膽大話王| W| ERA| | V| gm| chi| Arts
VCD0256| | 987| | | 蠍子王傳奇| W| ERA| | V| gm| eng| Arts
VCD0255| | 987| | | 捉智雙雄| W| ERA| | V| gm| eng| Arts
VCD0254| | 987| | | 加菲貓電影| W| 得利| | V| gm| chi| Arts
DVD0029| | 987| | | 雍正王朝  15| A| 黑龍江文化音像| | D| gm| chi| Arts
DVD0028| | 987| | | 雍正王朝  13 & 14| A| 黑龍江文化音像| | D| gm| chi| Arts
DVD0027| | 987| | | 雍正王朝  11 & 12| A| 黑龍江文化音像| | D| gm| chi| Arts
DVD0026| | 987| | | 雍正王朝  9 & 10| A| 黑龍江文化音像| | D| gm| chi| Arts
DVD0025| | 987| | | 雍正王朝 7 & 8| A| 黑龍江文化音像| | D| gm| chi| Arts
DVD0024| | 987| | | 雍正王朝 5 & 6| A| 黑龍江文化音像| | D| gm| chi| Arts
DVD0023| | 987| | | 雍正王朝 3 & 4| A| 黑龍江文化音像| | D| gm| chi| Arts
DVD0022| | 987| | | 雍正王朝 1 & 2| A| 黑龍江文化音像| | D| gm| chi| Arts
DVD0021| | 987| | | 老夫子動畫大電影 : 反斗偵探| A| 亞洲| | D| gm| chi| Arts
VCD0470| | 987| | | 潛行凶間 ( Inception )| W| 得利| | V| gm| chi| Arts
VCD0469| | 987| | | 哈利波特- 混血王子的背叛| W| 得利| | V| gm| chi| Arts
VCD0468| | 987| | | 名偵探柯南劇場版 - 偵探們的鎮魂歌| W| TMS Entertainment| | V| gm| chi| Arts
VCD0467| | 987| | | 鐵甲奇俠 2| W| 洲立| | V| gm| eng| Arts
VCD0101| | 987| | | 盜墓迷城| W| Universial| | V| gm| eng| Arts
VCD0100| | 987| | | 寶貝智多星      2| W| Twentieth Century Fox Film| | V| gm| eng| Arts
VCD0099| | 987| | | 芝麻開門| W| 安樂| | V| gm| oth| Arts
VCD0098| | 987| | | 未來戰士    續集| W| Orion (ERA)| | V| gm| eng| Arts
VCD0097| | 987| | | 未來戰士| W| Orion ( ERA)| | V| gm| eng| Arts
VCD0096| | 987| | | 風中奇緣| W| Walt Disney| | V| gm| chi| Arts
VCD0094| | 987| | | 寶貝智多星| W| Twentieth Century Fox Film| | V| gm| eng| Arts
VCD0093| | 987| | | 反斗神鷹| W| Twentieth Century Fox Film Cor.| | V| gm| eng| Arts
VCD0092| | 987| | | 童心闖未來| W| 洲立 (Walt Disney)| | V| gm| eng| Arts
DVD0019| | 987| | | 波波鹿與飛天鼠| A| 寰宇| | D| gm| eng| Arts
DVD0020| | 987| | | 向左愛‧向右愛| A| 安樂| | D| gm| kor| Arts
VCD0146| | 987| | | 觸不到的戀人| W| 安樂| | V| gm| kor| Arts
DVD0018| | 987| | | 橙路劇場版| A| 博意影業| | D| gm| jpn| Arts
DVD0017| | 987| | | 七龍珠劇場版 - 神龍傳說| A| Toei Animation| | D| gm| jpn| Arts
DVD0011| | 987| | | 禮物| A| | | D| gm| kor| Arts
DVD0010| | 987| | | 無間道 3| A| | | D| gm| chi| Arts
DVD0009| | 987| | | 無間道 2| A| | | D| gm| chi| Arts
DVD0008| | 987| | | 無間道 1| A| | | D| gm| chi| Arts
VCD0244| | 987| | | 戰國英雄| W| 得利| | V| gm| eng| Arts
VCD0243| | 987| | | 戰爭與和平| W| 得利| | V| gm| eng| Arts
VCD0253| | 987| | | 足球小將 5| W| 天使動畫| | V| gm| jpn| Arts
VCD0252| | 987| | | 足球小將 3  & 4| W| 天使動畫| | V| gm| jpn| Arts
VCD0251| | 987| | | 足球小將 1  & 2| W| 天使動畫| | V| gm| jpn| Arts
VCD0465| | 987| | | 勇者傳說| W| 亞洲影帶| | V| gm| chi| Arts
VCD0250| | 987| | | 白色情人節| W| 環球世紀電影| | V| gm| kor| Arts
VCD0463| | 987| | | 風雲決| W| 亞洲影帶| | V| gm| chi| Arts
VCD0464| | 987| | | 忍者龜 ( 粵語配音版本 )| W| Panorama| | V| gm| chi| Arts
VCD0249| | 987| | | 小飛俠 2004 ------ Peter Pan| W| ERA| | V| gm| eng| Arts
VCD0462| | 987| | | 忍者龜 III| W| 樂貿| | V| gm| chi| Arts
VCD0461| | 987| | | 忍者龜續集| W| 樂貿| | V| gm| chi| Arts
VCD0460| | 987| | | 忍者龜| W| 樂貿| | V| gm| chi| Arts
VCD0459| | 987| | | 炸爆屋頂外星人| W| 得利| | V| gm| eng| Arts
VCD0247| | 987| | | 史力加 2| W| ERA| | V| gm| eng| Arts
VCD0248| | 987| | | 導盲犬小Q| W| Golden Scene| | V| gm| jpn| Arts
VCD0246| | 987| | | 愛回家| W| 安樂| | V| gm| kor| Arts
VCD0242| | 987| | | 假如愛有天意| W| 安樂| | V| gm| kor| Arts
VCD0240| | 987| | | 明日之後| W| 2004 Twentieth Century Fox Film Cor.| | V| gm| eng| Arts
VCD0235| | 987| | | 黑超特警組 2| W| Columbia Tristar| | V| gm| eng| Arts
VCD0237| | 987| | | 壯志凌雲| W| ERA| | V| gm| eng| Arts
VCD0238| | 987| | | 職業特工隊| W| ERA| | V| gm| eng| Arts
VCD0234| | 987| | | 偷天陷阱| W| 得利| | V| gm| eng| Arts
VCD0231| | 987| | | 虎膽龍威| W| 得利| | V| gm| eng| Arts
VCD0233| | 987| | | 虎膽龍威 2| W| 得利| | V| gm| eng| Arts
VCD0229| | 987| | | 一人有一點顏色| W| 安樂| | V| gm| eng| Arts
VCD0230| | 987| | | 催眠| W| 東寶| | V| gm| eng| Arts
VCD0239| | 987| | | 伴我同行| W| Columbia Tristar| | V| gm| eng| Arts
VCD0223| | 987| | | 寫我深情| W| Universal| | V| gm| eng| Arts
VCD0225| | 987| | | 苦戀| W| 美亞| | V| gm| eng| Arts
VCD0224| | 987| | | 戀愛, 火花, 摩天輪| W| | | V| gm| eng| Arts
VCD0226| | 987| | | JSA 安全地帶| W| CJ Entertainment| | V| gm| eng| Arts
VCD0091| | 987| | | 驚世未了緣| W| | | V| gm| eng| Arts
VCD0228| | 987| | | 記憶中的風琴| W| Vidicon| | V| gm| eng| Arts
VCD0222| | 987| | | 魔戒三部曲 - 王者再臨| W| 得利| | V| gm| eng| Arts
VCD0090| | 987| | | 生死時速| W| | | V| gm| eng| Arts
VCD0221| | 987| | | 熊之歷險| W| 洲立| | V| gm| eng| Arts
VCD0220| | 987| | | 希治閣經典作品之九 - 意亂情迷| W| Vidicon| | V| gm| eng| Arts
VCD0218| | 987| | | 轟天潛艦 K 19| W| 安樂| | V| gm| eng| Arts
VCD0215| | 987| | | 蜘蛛俠| W| Columbia| | V| gm| eng| Arts
VCD0214| | 987| | | 狗狗震| W| Warner Brothers| | V| gm| eng| Arts
VCD0213| | 987| | | 阿飛正傳| W| Warner Brothers| | V| gm| eng| Arts
VCD0458| | 987| | | 逆轉生命線| W| ERA| | V| gm| eng| Arts
VCD0457| | 987| | | 美食風球| W| ERA| | V| gm| chi| Arts
VCD0456| | 987| | | 魔間傳奇| W| Deltamac| | V| gm| eng| Arts
VCD0455| | 987| | | 名偵探柯南劇場版 - 戰慄的樂譜| W| | | V| gm| chi| Arts
VCD0454| | 987| | | 吸血新世紀 2 - 新月傳奇| W| Panorama| | V| gm| eng| Arts
VCD0087| | 987| | | 再見螢火蟲     後篇| W| | | V| gm| chi| Arts
VCD0453| | 987| | | 神探福爾摩斯| W| 得利| | V| gm| eng| Arts
VCD0086| | 987| | | 再見螢火蟲     前篇| W| | | V| gm| chi| Arts
VCD0085| | 987| | | 反斗奇兵     續集| W| | | V| gm| chi| Arts
VCD0452| | 987| | | 天魔特攻之鬼魅兵團| W| 洲立| | V| gm| chi| Arts
VCD0451| | 987| | | 偽能叛變| W| 洲立| | V| gm| chi| Arts
VCD0450| | 987| | | 大盜五右衛門| W| 名威| | V| gm| chi| Arts
VCD0443| | 987| | | 波西傑克森 - 神火之賊| W| 得利| | V| gm| eng| Arts
VCD0444| | 987| | | 越空行者| W| 得利| | V| gm| eng| Arts
VCD0445| | 987| | | 魔龍獵人| W| 域高| | V| gm| eng| Arts
VCD0446| | 987| | | 魔戰人‧神| W| | | V| gm| eng| Arts
VCD0447| | 987| | | 街頭超人| W| ERA| | V| gm| eng| Arts
VCD0448| | 987| | | 勇闖魔域山| W| 洲立| | V| gm| eng| Arts
VCD0449| | 987| | | 人‧神‧魔戰| W| 得利| | V| gm| eng| Arts
VCD0442| | 987| | | 鐵甲奇俠| W| 得利| | V| gm| eng| Arts
VCD0441| | 987| | | 多啦 A 夢大電影 - 夢幻三劍士 ( 下集 )| W| 寰宇| | V| gm| chi| Arts
VCD0440| | 987| | | 多啦 A 夢大電影 - 夢幻三劍士 ( 上集 )| W| 寰宇| | V| gm| chi| Arts
VCD0439| | 987| | | 多啦 A 夢大電影 - 迷宮之旅 ( 下集 )| W| 寰宇| | V| gm| chi| Arts
VCD0438| | 987| | | 多啦 A 夢大電影 - 迷宮之旅 ( 上集 )| W| 寰宇| | V| gm| chi| Arts
